Sample_id,GO:0030031,GO:0071554,GO:0016043,GO:0051301,GO:0016049,GO:0048870,GO:0032196,GO:0006811,GO:0009306,GO:0006810,GO:0046034,GO:0009058,GO:0005975,GO:0009056,GO:0006520,GO:0045333,GO:0051186,GO:0006259,GO:0022900,GO:0006091,GO:0046039,GO:0006629,GO:0006807,GO:0071941,GO:0009117,GO:0055114,GO:0016310,GO:0015979,GO:0019538,GO:0016070,GO:0044281,GO:0006790,GO:0009404,GO:0006351,GO:0006412,GO:0007154,GO:0006935,GO:0006950,GO:0007165,GO:0000160,GO:0000902,GO:0000746,GO:0042592,GO:0002376,GO:0009405,GO:0043934,GO:0044403,GO:0016032,GO:0042575,GO:0016469,GO:0005840,GO:0005667,GO:0005694,GO:0005737,GO:0005856,GO:0005783,GO:0005727,GO:0005794,GO:0005739,GO:0009295,GO:0005634,GO:0042597,GO:0009579,GO:0005773,GO:0031982,GO:0043190,GO:0005618,GO:0019861,GO:0016020,GO:0019867,GO:0009289,GO:0005886,GO:0070469,GO:0031012,GO:0019012,GO:0048037,GO:0008092,GO:0046872,GO:0003676,GO:0000166,GO:0005102,GO:0008134,GO:0051082,GO:0004812,GO:0016853,GO:0016874,GO:0016829,GO:0016491,GO:0016887,GO:0003924,GO:0004386,GO:0016787,GO:0016810,GO:0016788,GO:0016798,GO:0016298,GO:0004518,GO:0008233,GO:0016791,GO:0016407,GO:0034061,GO:0016301,GO:0004672,GO:0034062,GO:0016740,GO:0016746,GO:0016765,GO:0016757,GO:0030234,GO:0003774,GO:0001071,GO:0000988,GO:0004872,GO:0045182,GO:0005215,GO:0000156
MGYA00005302,0.0,0.067153377,0.338292721,0.1075385345,0.0,0.013631049,0.2168126995,0.9942058164,0.0249620348,3.9060010764,0.1327404533,6.7317626865,3.7700856893,0.6869710031,2.0172259207,0.0129537298,0.6357205166,2.3050865826,0.0069425218,0.3397038027,0.0032737095,0.5737881419,8.124401525,0.0019896252,0.6091498487,2.2602706285,0.3887812234,0.0297032693,2.6855142024,2.9381683765,4.1770839771,0.267752748,0.0053762212,1.2779884523,1.4597075505,0.752896739,0.0118954185,0.5583932408,0.6734387298,0.4452386012,0.039425622,0.01986803,0.11920818,0.0003809921,0.0132218353,0.050051067,0.242494386,0.378184,0.0384096432,0.1371853605,0.5316391322,2.82216e-05,0.0500369562,1.2635671975,0.0005926543,9.87757e-05,0.0564855995,2.82216e-05,0.0008184274,0.0014393033,0.0005503219,0.0495712993,0.0005079894,0.0,0.0002116623,0.008085498,0.0224220878,0.0137298247,4.7051954052,0.0771015028,0.0001975514,0.087868056,0.0005644327,0.0010442004,0.4416262321,1.9468270559,0.0005785435,1.2309147676,4.5768293051,5.4088171721,0.001001868,0.0713584004,0.0566549293,0.8234790444,1.2904200818,1.6707348151,0.9287175158,2.2557551672,1.1613061085,0.2077112227,0.1422511438,5.5909878164,0.4805438647,0.7573416463,1.4123657603,0.0005503219,0.3541250574,0.8855384166,0.0903374489,0.0992554851,0.1262494775,0.8059675209,0.2555751131,0.2833452005,4.1303771737,0.3701126128,0.2632231758,0.4058412008,0.0388188569,0.0035277042,0.6454005369,0.2578469546,1.0271827952,0.0,2.0343141198,0.0033724852
