,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
24,1.0,0.9963,1.0,0.9963,1.0,1.0,0.9668,0.8487,0.9963,0.9963,1.0,1.0,1.0,1.0,1.0,1.0,0.9926,0.9963,0.9963,0.9963,1.0,0.9742,0.9742,1.0,1.0,0.9963,0.9926,0.9815,1.0,1.0,1.0,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.8487,0.9815,0.9815
25,0.9963,0.9926,0.9963,0.9926,0.9963,0.9963,0.9631,0.845,0.9926,0.9926,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9889,0.9926,0.9926,0.9926,0.9963,0.9778,0.9778,0.9963,0.9963,1.0,0.9963,0.9779,0.9963,0.9963,0.9963,0.9926,0.9926,0.9926,0.9926,0.9926,0.9926,0.845,0.9779,0.9779
26,0.9926,0.9889,0.9926,0.9889,0.9926,0.9926,0.9594,0.8413,0.9963,0.9963,0.9926,0.9926,0.9926,0.9926,0.9926,0.9926,0.9852,0.9889,0.9963,0.9963,0.9926,0.9814,0.9814,0.9926,0.9926,0.9963,1.0,0.9742,0.9926,0.9926,0.9926,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.8413,0.9742,0.9742
27,0.9815,0.9779,0.9815,0.9779,0.9815,0.9815,0.9483,0.8647,0.9779,0.9779,0.9815,0.9815,0.9815,0.9815,0.9815,0.9815,0.9742,0.9779,0.9779,0.9779,0.9815,0.9557,0.9557,0.9815,0.9815,0.9779,0.9742,1.0,0.9815,0.9815,0.9815,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.8647,1.0,0.9631
28,1.0,0.9963,1.0,0.9963,1.0,1.0,0.9668,0.8487,0.9963,0.9963,1.0,1.0,1.0,1.0,1.0,1.0,0.9926,0.9963,0.9963,0.9963,1.0,0.9742,0.9742,1.0,1.0,0.9963,0.9926,0.9815,1.0,1.0,1.0,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.8487,0.9815,0.9815
29,1.0,0.9963,1.0,0.9963,1.0,1.0,0.9668,0.8487,0.9963,0.9963,1.0,1.0,1.0,1.0,1.0,1.0,0.9926,0.9963,0.9963,0.9963,1.0,0.9742,0.9742,1.0,1.0,0.9963,0.9926,0.9815,1.0,1.0,1.0,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.8487,0.9815,0.9815
30,1.0,0.9963,1.0,0.9963,1.0,1.0,0.9668,0.8487,0.9963,0.9963,1.0,1.0,1.0,1.0,1.0,1.0,0.9926,0.9963,0.9963,0.9963,1.0,0.9742,0.9742,1.0,1.0,0.9963,0.9926,0.9815,1.0,1.0,1.0,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.8487,0.9815,0.9815
31,0.9963,0.9926,0.9963,0.9926,0.9963,0.9963,0.9631,0.845,1.0,1.0,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9889,0.9926,1.0,1.0,0.9963,0.9778,0.9778,0.9963,0.9963,0.9926,0.9963,0.9779,0.9963,0.9963,0.9963,1.0,1.0,1.0,1.0,1.0,1.0,0.845,0.9779,0.9779
32,0.9963,0.9926,0.9963,0.9926,0.9963,0.9963,0.9631,0.845,1.0,1.0,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9889,0.9926,1.0,1.0,0.9963,0.9778,0.9778,0.9963,0.9963,0.9926,0.9963,0.9779,0.9963,0.9963,0.9963,1.0,1.0,1.0,1.0,1.0,1.0,0.845,0.9779,0.9779
33,0.9963,0.9926,0.9963,0.9926,0.9963,0.9963,0.9631,0.845,1.0,1.0,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9889,0.9926,1.0,1.0,0.9963,0.9778,0.9778,0.9963,0.9963,0.9926,0.9963,0.9779,0.9963,0.9963,0.9963,1.0,1.0,1.0,1.0,1.0,1.0,0.845,0.9779,0.9779
34,0.9963,0.9926,0.9963,0.9926,0.9963,0.9963,0.9631,0.845,1.0,1.0,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9889,0.9926,1.0,1.0,0.9963,0.9778,0.9778,0.9963,0.9963,0.9926,0.9963,0.9779,0.9963,0.9963,0.9963,1.0,1.0,1.0,1.0,1.0,1.0,0.845,0.9779,0.9779
35,0.9963,0.9926,0.9963,0.9926,0.9963,0.9963,0.9631,0.845,1.0,1.0,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9889,0.9926,1.0,1.0,0.9963,0.9778,0.9778,0.9963,0.9963,0.9926,0.9963,0.9779,0.9963,0.9963,0.9963,1.0,1.0,1.0,1.0,1.0,1.0,0.845,0.9779,0.9779
36,0.9963,0.9926,0.9963,0.9926,0.9963,0.9963,0.9631,0.845,1.0,1.0,0.9963,0.9963,0.9963,0.9963,0.9963,0.9963,0.9889,0.9926,1.0,1.0,0.9963,0.9778,0.9778,0.9963,0.9963,0.9926,0.9963,0.9779,0.9963,0.9963,0.9963,1.0,1.0,1.0,1.0,1.0,1.0,0.845,0.9779,0.9779
37,0.8487,0.845,0.8487,0.845,0.8487,0.8487,0.8155,1.0,0.845,0.845,0.8487,0.8487,0.8487,0.8487,0.8487,0.8487,0.8413,0.845,0.845,0.845,0.8487,0.8229,0.8229,0.8487,0.8487,0.845,0.8413,0.8647,0.8487,0.8487,0.8487,0.845,0.845,0.845,0.845,0.845,0.845,1.0,0.8647,0.8303
38,0.9815,0.9779,0.9815,0.9779,0.9815,0.9815,0.9483,0.8647,0.9779,0.9779,0.9815,0.9815,0.9815,0.9815,0.9815,0.9815,0.9742,0.9779,0.9779,0.9779,0.9815,0.9557,0.9557,0.9815,0.9815,0.9779,0.9742,1.0,0.9815,0.9815,0.9815,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.8647,1.0,0.9631
39,0.9815,0.9779,0.9815,0.9779,0.9815,0.9815,0.985,0.8303,0.9779,0.9779,0.9815,0.9815,0.9815,0.9815,0.9815,0.9815,0.9742,0.9779,0.9779,0.9779,0.9815,0.9557,0.9557,0.9815,0.9815,0.9779,0.9742,0.9631,0.9815,0.9815,0.9815,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.8303,0.9631,1.0
