,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
25,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0088,0.0143,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.9851,0.9848,0.9848,0.9851,0.9851,1.0,1.0,0.9403,0.9851,0.9851,0.9851,0.9851,0.9851,0.9851,0.9851,0.9851,0.9851,0.8507,0.9403,0.8955
26,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0088,0.0143,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.9851,0.9848,0.9848,0.9851,0.9851,1.0,1.0,0.9403,0.9851,0.9851,0.9851,0.9851,0.9851,0.9851,0.9851,0.9851,0.9851,0.8507,0.9403,0.8955
27,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0044,0.0144,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.9552,0.9254,0.9254,0.9552,0.9552,0.9403,0.9403,1.0,0.9552,0.9552,0.9552,0.9552,0.9552,0.9552,0.9552,0.9552,0.9552,0.9062,1.0,0.8657
28,0.0174,0.0175,0.0174,0.0174,0.0174,0.0174,0.0088,0.0142,0.0175,0.0175,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0175,0.0175,0.0175,0.0175,1.0,0.9701,0.9701,1.0,1.0,0.9851,0.9851,0.9552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8657,0.9552,0.9104
29,0.0174,0.0175,0.0174,0.0174,0.0174,0.0174,0.0088,0.0142,0.0175,0.0175,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0175,0.0175,0.0175,0.0175,1.0,0.9701,0.9701,1.0,1.0,0.9851,0.9851,0.9552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8657,0.9552,0.9104
30,0.0174,0.0175,0.0174,0.0174,0.0174,0.0174,0.0088,0.0142,0.0175,0.0175,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0175,0.0175,0.0175,0.0175,1.0,0.9701,0.9701,1.0,1.0,0.9851,0.9851,0.9552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8657,0.9552,0.9104
31,0.0174,0.0175,0.0174,0.0174,0.0174,0.0174,0.0088,0.0142,0.0175,0.0175,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0175,0.0175,0.0175,0.0175,1.0,0.9701,0.9701,1.0,1.0,0.9851,0.9851,0.9552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8657,0.9552,0.9104
32,0.0174,0.0175,0.0174,0.0174,0.0174,0.0174,0.0088,0.0142,0.0175,0.0175,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0175,0.0175,0.0175,0.0175,1.0,0.9701,0.9701,1.0,1.0,0.9851,0.9851,0.9552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8657,0.9552,0.9104
33,0.0174,0.0175,0.0174,0.0174,0.0174,0.0174,0.0088,0.0142,0.0175,0.0175,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0175,0.0175,0.0175,0.0175,1.0,0.9701,0.9701,1.0,1.0,0.9851,0.9851,0.9552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8657,0.9552,0.9104
34,0.0174,0.0175,0.0174,0.0174,0.0174,0.0174,0.0088,0.0142,0.0175,0.0175,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0175,0.0175,0.0175,0.0175,1.0,0.9701,0.9701,1.0,1.0,0.9851,0.9851,0.9552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8657,0.9552,0.9104
35,0.0174,0.0175,0.0174,0.0174,0.0174,0.0174,0.0088,0.0142,0.0175,0.0175,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0175,0.0175,0.0175,0.0175,1.0,0.9701,0.9701,1.0,1.0,0.9851,0.9851,0.9552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8657,0.9552,0.9104
36,0.0174,0.0175,0.0174,0.0174,0.0174,0.0174,0.0088,0.0142,0.0175,0.0175,0.0174,0.0174,0.0174,0.0174,0.0174,0.0174,0.0175,0.0175,0.0175,0.0175,1.0,0.9701,0.9701,1.0,1.0,0.9851,0.9851,0.9552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8657,0.9552,0.9104
37,0.0135,0.0136,0.0135,0.0135,0.0135,0.0135,0.0045,0.0149,0.0136,0.0136,0.0135,0.0135,0.0135,0.0135,0.0135,0.0135,0.0136,0.0136,0.0136,0.0136,0.8657,0.8358,0.8358,0.8657,0.8657,0.8507,0.8507,0.9062,0.8657,0.8657,0.8657,0.8657,0.8657,0.8657,0.8657,0.8657,0.8657,1.0,0.9062,0.7761
38,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0044,0.0144,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.9552,0.9254,0.9254,0.9552,0.9552,0.9403,0.9403,1.0,0.9552,0.9552,0.9552,0.9552,0.9552,0.9552,0.9552,0.9552,0.9552,0.9062,1.0,0.8657
39,0.0088,0.0089,0.0088,0.0088,0.0088,0.0088,0.009,0.0048,0.0089,0.0089,0.0088,0.0088,0.0088,0.0088,0.0088,0.0088,0.0089,0.0089,0.0089,0.0089,0.9104,0.8806,0.8806,0.9104,0.9104,0.8955,0.8955,0.8657,0.9104,0.9104,0.9104,0.9104,0.9104,0.9104,0.9104,0.9104,0.9104,0.7761,0.8657,1.0
