,GO:cell_projection_assembly-biological_process,GO:cell_wall_organization_or_biogenesis-biological_process,GO:cellular_component_organization-biological_process,GO:cell_division-biological_process,GO:cell_growth-biological_process,GO:cell_motility-biological_process,GO:transposition-biological_process,GO:ion_transport-biological_process,GO:protein_secretion-biological_process,GO:transport-biological_process,GO:ATP_metabolic_process-biological_process,GO:biosynthetic_process-biological_process,GO:carbohydrate_metabolic_process-biological_process,GO:catabolic_process-biological_process,GO:cellular_amino_acid_metabolic_process-biological_process,GO:cellular_respiration-biological_process,GO:cofactor_metabolic_process-biological_process,GO:DNA_metabolic_process-biological_process,GO:electron_transport_chain-biological_process,GO:generation_of_precursor_metabolites_and_energy-biological_process,GO:GTP_metabolic_process-biological_process,GO:lipid_metabolic_process-biological_process,GO:nitrogen_compound_metabolic_process-biological_process,GO:nitrogen_cycle_metabolic_process-biological_process,GO:nucleotide_metabolic_process-biological_process,GO:oxidation-reduction_process-biological_process,GO:phosphorylation-biological_process,GO:photosynthesis-biological_process,GO:protein_metabolic_process-biological_process,GO:RNA_metabolic_process-biological_process,GO:small_molecule_metabolic_process-biological_process,GO:sulfur_compound_metabolic_process-biological_process,GO:toxin_metabolic_process-biological_process,"GO:transcription,_DNA-templated-biological_process",GO:translation-biological_process,GO:cell_communication-biological_process,GO:chemotaxis-biological_process,GO:response_to_stress-biological_process,GO:signal_transduction-biological_process,GO:phosphorelay_signal_transduction_system-biological_process,GO:cell_morphogenesis-biological_process,GO:conjugation-biological_process,GO:homeostatic_process-biological_process,GO:immune_system_process-biological_process,GO:pathogenesis-biological_process,GO:sporulation-biological_process,"GO:symbiosis,_encompassing_mutualism_through_parasitism-biological_process",GO:viral_process-biological_process,GO:DNA_polymerase_complex-cellular_component,GO:proton-transporting_two-sector_ATPase_complex-cellular_component,GO:ribosome-cellular_component,GO:transcription_factor_complex-cellular_component,GO:chromosome-cellular_component,GO:cytoplasm-cellular_component,GO:cytoskeleton-cellular_component,GO:endoplasmic_reticulum-cellular_component,GO:extrachromosomal_circular_DNA-cellular_component,GO:Golgi_apparatus-cellular_component,GO:mitochondrion-cellular_component,GO:nucleoid-cellular_component,GO:nucleus-cellular_component,GO:periplasmic_space-cellular_component,GO:thylakoid-cellular_component,GO:vacuole-cellular_component,GO:vesicle-cellular_component,GO:ATP-binding_cassette_(ABC)_transporter_complex-cellular_component,GO:cell_wall-cellular_component,GO:flagellum-cellular_component,GO:membrane-cellular_component,GO:outer_membrane-cellular_component,GO:pilus-cellular_component,GO:plasma_membrane-cellular_component,GO:respiratory_chain-cellular_component,GO:extracellular_matrix-cellular_component,GO:virion-cellular_component,GO:cofactor_binding-molecular_function,GO:cytoskeletal_protein_binding-molecular_function,GO:metal_ion_binding-molecular_function,GO:nucleic_acid_binding-molecular_function,GO:nucleotide_binding-molecular_function,GO:receptor_binding-molecular_function,GO:transcription_factor_binding-molecular_function,GO:unfolded_protein_binding-molecular_function,GO:aminoacyl-tRNA_ligase_activity-molecular_function,GO:isomerase_activity-molecular_function,GO:ligase_activity-molecular_function,GO:lyase_activity-molecular_function,GO:oxidoreductase_activity-molecular_function,GO:ATPase_activity-molecular_function,GO:GTPase_activity-molecular_function,GO:helicase_activity-molecular_function,GO:hydrolase_activity-molecular_function,"GO:hydrolase_activity,_acting_on_carbon-nitrogen_(but_not_peptide)_bonds-molecular_function","GO:hydrolase_activity,_acting_on_ester_bonds-molecular_function","GO:hydrolase_activity,_acting_on_glycosyl_bonds-molecular_function",GO:lipase_activity-molecular_function,GO:nuclease_activity-molecular_function,GO:peptidase_activity-molecular_function,GO:phosphatase_activity-molecular_function,GO:acetyltransferase_activity-molecular_function,GO:DNA_polymerase_activity-molecular_function,GO:kinase_activity-molecular_function,GO:protein_kinase_activity-molecular_function,GO:RNA_polymerase_activity-molecular_function,GO:transferase_activity-molecular_function,"GO:transferase_activity,_transferring_acyl_groups-molecular_function","GO:transferase_activity,_transferring_alkyl_or_aryl_(other_than_methyl)_groups-molecular_function","GO:transferase_activity,_transferring_glycosyl_groups-molecular_function",GO:enzyme_regulator_activity-molecular_function,GO:motor_activity-molecular_function,GO:nucleic_acid_binding_transcription_factor_activity-molecular_function,GO:protein_binding_transcription_factor_activity-molecular_function,GO:receptor_activity-molecular_function,GO:translation_regulator_activity-molecular_function,GO:transporter_activity-molecular_function,GO:phosphorelay_response_regulator_activity-molecular_function
10,0.0,0.067758146,0.342008988,0.105241376,0.0,0.013863261,0.223763523,0.996174352,0.025396563,3.907182553,0.13349214,6.747942463,3.76965667,0.680872529,1.997591113,0.013382707,0.636938223,2.314392847,0.008198546,0.337407317,0.004091992,0.574335113,8.120288839,0.001995028,0.609779628,2.256012789,0.390894459,0.030478788,2.682934253,2.933841808,4.154070928,0.265455243,0.004820105,1.28277398,1.453050362,0.758576692,0.013193398,0.559758302,0.67673685,0.449318203,0.038356965,0.020896828,0.11996381,0.000364056,0.013309896,0.049569897,0.243844865,0.382725037,0.040264619,0.13899667,0.53475492,7.28e-05,0.049671832,1.262066462,0.000465992,0.000145623,0.055889913,2.91e-05,0.001019358,0.001135855,0.000538803,0.049540772,0.000553366,0.0,0.00013106,0.008227671,0.023037478,0.014198193,4.707844145,0.075723697,0.000334932,0.089834516,0.000655301,0.000742675,0.459045785,1.944599087,0.000509679,1.226796694,4.581560319,5.404414779,0.000728113,0.071413271,0.056283094,0.814073424,1.28814745,1.662047764,0.933585804,2.251571303,1.156053287,0.213875756,0.14158875,5.591889177,0.482607505,0.752242113,1.41089265,0.000728113,0.354124779,0.886374992,0.087388058,0.099722283,0.130070011,0.801666387,0.254504431,0.28362893,4.134251706,0.366633751,0.257518817,0.40605376,0.039827752,0.003116321,0.652767388,0.259339098,1.02775987,0.0,2.038642094,0.003378442
11,0.0,0.067153377,0.338292721,0.107538535,0.0,0.013631049,0.2168127,0.994205816,0.024962035,3.906001076,0.132740453,6.731762687,3.770085689,0.686971003,2.017225921,0.01295373,0.635720517,2.305086583,0.006942522,0.339703803,0.00327371,0.573788142,8.124401525,0.001989625,0.609149849,2.260270629,0.388781223,0.029703269,2.685514202,2.938168377,4.177083977,0.267752748,0.005376221,1.277988452,1.459707551,0.752896739,0.011895419,0.558393241,0.67343873,0.445238601,0.039425622,0.01986803,0.11920818,0.000380992,0.013221835,0.050051067,0.242494386,0.378184,0.038409643,0.137185361,0.531639132,2.82e-05,0.050036956,1.263567198,0.000592654,9.88e-05,0.0564856,2.82e-05,0.000818427,0.001439303,0.000550322,0.049571299,0.000507989,0.0,0.000211662,0.008085498,0.022422088,0.013729825,4.705195405,0.077101503,0.000197551,0.087868056,0.000564433,0.0010442,0.441626232,1.946827056,0.000578544,1.230914768,4.576829305,5.408817172,0.001001868,0.0713584,0.056654929,0.823479044,1.290420082,1.670734815,0.928717516,2.255755167,1.161306109,0.207711223,0.142251144,5.590987816,0.480543865,0.757341646,1.41236576,0.000550322,0.354125057,0.885538417,0.090337449,0.099255485,0.126249478,0.805967521,0.255575113,0.283345201,4.130377174,0.370112613,0.263223176,0.405841201,0.038818857,0.003527704,0.645400537,0.257846955,1.027182795,0.0,2.03431412,0.003372485
12,1.19e-05,0.063991819,0.289175197,0.105713673,0.0,0.013003749,0.223141467,1.001826018,0.025697032,3.865062879,0.13636622,6.772768024,3.830577271,0.692255593,2.021921765,0.013564976,0.643273611,2.275118729,0.007690004,0.346683053,0.004131586,0.580081839,8.144991921,0.002113557,0.619821487,2.275632192,0.389085544,0.029709208,2.708326268,2.96436519,4.20467686,0.264624501,0.00513463,1.292087846,1.483370725,0.757560922,0.012490286,0.569681228,0.676397945,0.45125039,0.038485843,0.021266921,0.121893728,0.000226879,0.012346994,0.049292448,0.150910358,0.237040791,0.038963483,0.139482821,0.554444512,8.36e-05,0.049614855,1.287311446,0.00059705,0.000179115,0.054307668,2.39e-05,0.000811988,0.001253805,0.000549286,0.047608767,0.000740342,0.0,0.000167174,0.00823929,0.022031145,0.013576917,4.643675784,0.075550707,0.000262702,0.088064875,0.000632873,0.000668696,0.283527104,1.968175324,0.000501522,1.232729135,4.608175191,5.433560993,0.000740342,0.072338578,0.056564517,0.822842369,1.308267901,1.676074583,0.940102989,2.2683243,1.16078461,0.212573682,0.146360837,5.616497112,0.484577721,0.753094988,1.43745758,0.000776165,0.353370013,0.88029052,0.088088757,0.097868436,0.130240487,0.809731151,0.257030025,0.281270255,4.160041402,0.367197691,0.264994672,0.407391097,0.038879896,0.003295716,0.656647531,0.260015275,1.019355406,0.0,2.012846605,0.003713651
13,0.0,0.066494883,0.288248882,0.10793675,0.0,0.013129637,0.221510428,1.002085896,0.025980907,3.874298342,0.135112314,6.76765507,3.811526615,0.692936302,2.029201611,0.013674772,0.646982573,2.271543159,0.007550701,0.346276774,0.003873939,0.58518513,8.149097001,0.002366118,0.616188239,2.287282485,0.386315207,0.032476134,2.704995154,2.964247489,4.207085921,0.271628061,0.004883019,1.287736687,1.477814857,0.750198684,0.012897665,0.573702497,0.669634676,0.445723334,0.038855374,0.020819521,0.120822815,0.000197177,0.012422121,0.04896937,0.148914671,0.23560275,0.036582045,0.137640813,0.549055432,4.64e-05,0.050210422,1.286797199,0.000637924,9.28e-05,0.054954257,2.32e-05,0.000869896,0.001252651,0.00067272,0.049630491,0.000614727,0.0,0.000139183,0.008049442,0.021689418,0.013361609,4.64420308,0.07635371,0.000162381,0.088543858,0.000661121,0.000730713,0.280002264,1.959227142,0.000556734,1.243940301,4.59741425,5.435797236,0.000800305,0.073465654,0.057424763,0.823490359,1.302385743,1.688724147,0.934361559,2.279175051,1.159084804,0.211721193,0.150874837,5.630654037,0.48221259,0.756949081,1.435387109,0.00075391,0.354013053,0.887329158,0.088497464,0.099933702,0.127190457,0.804503419,0.253696596,0.282704742,4.163799875,0.373684311,0.26508644,0.406473607,0.038820578,0.003317205,0.652457121,0.258394037,1.011156016,1.16e-05,2.015990784,0.003479586
14,0.0,0.064741235,0.282761834,0.106979118,0.0,0.017617826,0.209756898,1.038019226,0.029249012,3.772759121,0.144171119,6.744708933,3.642196917,0.694407473,2.031587651,0.011951899,0.672267596,2.255915602,0.007632966,0.341986808,0.004105125,0.575166434,8.157010751,0.00174254,0.624919688,2.304631885,0.400687951,0.032477522,2.757392912,2.985387681,4.216508117,0.276807265,0.005559023,1.250138708,1.513294296,0.758881448,0.017820944,0.583259088,0.671508576,0.453167264,0.041756814,0.025924289,0.119903846,0.000320713,0.012646777,0.057183102,0.141102966,0.22255334,0.036090887,0.146148848,0.540561517,2.14e-05,0.055290896,1.288784607,0.000577283,0.000128285,0.061480654,4.28e-05,0.000726949,0.000662807,0.000855234,0.051014725,0.000406236,0.0,0.000160356,0.010391097,0.017382637,0.017991991,4.548050376,0.067788007,0.000106904,0.084368862,0.000342094,0.001133185,0.268885658,1.977900319,0.00075902,1.236273223,4.570051278,5.623849576,0.00049176,0.071903822,0.057183102,0.865293973,1.304830941,1.731881488,0.935049019,2.296485778,1.220034462,0.220703896,0.152830366,5.670042918,0.50447063,0.750115296,1.326211798,0.00049176,0.360598844,0.909530966,0.081728326,0.102649494,0.126467769,0.795645831,0.23676092,0.291303486,4.221094311,0.373619786,0.278154259,0.408064346,0.040741223,0.004682408,0.610327253,0.248531082,0.870660568,0.0,2.0385685,0.004051672
15,0.0,0.066125491,0.277162097,0.108064763,0.0,0.017588102,0.20562409,1.037790811,0.02808323,3.776606773,0.140519245,6.739738049,3.644345482,0.686513318,2.033632039,0.01184568,0.67323461,2.256132871,0.007402261,0.339225623,0.004031036,0.580479537,8.159302018,0.001639219,0.619367181,2.314959196,0.396660158,0.033145222,2.752290551,2.99135884,4.211030833,0.273131061,0.006299139,1.252208951,1.510772609,0.749319131,0.016691171,0.592871623,0.662254933,0.447589363,0.041691844,0.025124387,0.118838249,0.000433001,0.014031305,0.057846917,0.137106782,0.215222286,0.035650444,0.144189447,0.538901098,7.22e-05,0.05384681,1.28448817,0.000618573,0.000185572,0.063166648,5.15e-05,0.000567026,0.000731979,0.000835074,0.053269475,0.000402073,0.0,0.000123715,0.010422961,0.018258223,0.017567483,4.541637667,0.06962043,0.000154643,0.087662153,0.000350525,0.00139179,0.259759567,1.983311097,0.000577335,1.252260499,4.549967788,5.643048746,0.000597954,0.07356899,0.058372705,0.866095469,1.311849731,1.738727197,0.940643867,2.31022711,1.224280365,0.224294695,0.15688051,5.66893604,0.497013373,0.751803734,1.323994388,0.000443311,0.36133962,0.909333746,0.082012516,0.102435746,0.125962152,0.792196574,0.234563013,0.289234587,4.219525907,0.375381235,0.280966323,0.41562974,0.04083615,0.004453728,0.613418567,0.249769607,0.861002549,0.0,2.041456992,0.004330013
16,0.0,0.049817075,0.3684366,0.119805696,0.0,0.036602441,0.174307324,1.029552887,0.044643091,3.636017221,0.175111389,6.888705158,3.188292813,0.631715473,2.047044799,0.012585366,0.696634988,2.184714723,0.006047968,0.33669351,0.003111382,0.531312217,8.251071067,0.002517073,0.62699596,2.302912289,0.391859366,0.028946343,2.611428561,3.044749717,4.285876597,0.297993508,0.003985366,1.359569161,1.472522824,0.906635809,0.036322766,0.555469128,0.821929302,0.550609779,0.049397563,0.031813009,0.089740654,0.000279675,0.013669106,0.076735776,0.285967491,0.447549612,0.039958538,0.174097568,0.515440671,6.99e-05,0.064010572,1.285315499,0.000873984,6.99e-05,0.054536588,3.5e-05,0.000314634,0.000873984,0.000839024,0.061143905,0.00052439,3.5e-05,0.000104878,0.010872358,0.013599188,0.03772114,4.377330259,0.048978051,0.000209756,0.093131711,0.000244716,0.000734146,0.520789452,2.048548051,0.000314634,1.269374035,4.414387171,5.807097797,0.000699187,0.032057725,0.061493498,0.850770766,1.257697612,1.716923647,0.912788655,2.304765134,1.433158595,0.223914643,0.142179681,5.370350625,0.502890264,0.688699215,0.986622804,0.000104878,0.349663429,0.824900847,0.06841545,0.130747973,0.127706509,0.824481334,0.27362684,0.291036597,4.385650585,0.430699205,0.288973996,0.478034166,0.036812197,0.00915935,0.659158563,0.22678131,0.432377253,0.0,2.118711468,0.008669919
17,0.0,0.049584094,0.370319407,0.120031253,0.0,0.036578993,0.17133106,1.030456987,0.042309473,3.626158578,0.16995849,6.875855497,3.193215661,0.637936259,2.041526422,0.012284502,0.706976534,2.201773978,0.006245194,0.343039577,0.003465739,0.532934648,8.26112185,0.00185297,0.616901622,2.299912739,0.391113844,0.029922028,2.613201859,3.033311246,4.282109819,0.296886908,0.003671625,1.351981528,1.47046864,0.89474412,0.036681935,0.570748953,0.80621335,0.544841693,0.050098808,0.031260284,0.095187735,0.000446085,0.013210987,0.075971754,0.294416282,0.456242294,0.037299592,0.172154602,0.522434486,0.000137257,0.066054935,1.2929267,0.000926485,0.000102943,0.053770433,6.86e-05,0.000411771,0.000857856,0.001063742,0.060221512,0.000549028,3.43e-05,0.000205886,0.010911932,0.013931586,0.037642734,4.369885675,0.049035066,0.0002402,0.093094566,0.000274514,0.000514714,0.530910107,2.034972399,0.000651971,1.27597546,4.441327948,5.807687147,0.000377457,0.032701482,0.061285254,0.845880626,1.253190797,1.716844969,0.92161218,2.299500968,1.427850339,0.219542584,0.145012029,5.358753789,0.499306681,0.683780099,0.986877887,0.0002402,0.348667114,0.826184245,0.069657932,0.135129524,0.129742187,0.820934164,0.266896252,0.297641822,4.403582271,0.42868795,0.284259263,0.479438729,0.037333906,0.008578563,0.654887499,0.226439749,0.425668296,0.0,2.124258083,0.00847562
18,2.86e-05,0.055321661,0.287832576,0.105259671,0.0,0.026132845,0.238008809,0.931128959,0.032002024,3.905089507,0.133491711,6.746186675,3.686301906,0.654249329,1.951852162,0.019221207,0.619848224,2.316640967,0.007797013,0.348452207,0.004912404,0.540364392,8.088872235,0.002399081,0.608352628,2.27625644,0.396762269,0.023162554,2.676660171,3.020999668,4.06278623,0.25867232,0.005712097,1.413615526,1.530870601,0.864097499,0.014465886,0.547047546,0.784428023,0.521400229,0.03702867,0.025475953,0.141317284,0.000342726,0.013380588,0.054950375,0.16223784,0.249561525,0.042012475,0.140246266,0.620490835,0.0001,0.055735788,1.352181921,0.001356623,8.57e-05,0.067431307,0.000185643,0.000414127,0.001542266,0.001913553,0.052479893,0.000171363,0.0,0.000456968,0.008696668,0.020449308,0.026332768,4.740812163,0.080412048,0.000685452,0.085724298,0.000114242,0.001213821,0.298171472,1.919121845,0.00118526,1.22868638,4.794048909,5.351835197,0.000799694,0.061305083,0.059848498,0.799165234,1.230914098,1.601914809,0.896784975,2.264646603,1.195541937,0.21160464,0.136133556,5.499335826,0.457738906,0.774446134,1.361421238,0.001142419,0.367659134,0.818429282,0.090365377,0.123666904,0.136490562,0.813773923,0.292002407,0.286033266,4.151980627,0.409714449,0.245591618,0.413227389,0.040627291,0.004912404,0.717667888,0.264470099,0.993890627,1.43e-05,1.987809813,0.003655742
19,0.0,0.0548009,0.288978428,0.107244925,0.0,0.025022404,0.235363022,0.932433863,0.031203912,3.893291371,0.133593954,6.763670235,3.671843797,0.645840537,1.956969368,0.019405418,0.626759719,2.305307205,0.007550472,0.345614023,0.0049819,0.543760982,8.094162145,0.002370989,0.611418854,2.286833248,0.401035897,0.024697805,2.669127039,3.03066056,4.07645029,0.257873307,0.006534334,1.418585451,1.527157,0.866173181,0.015580787,0.540176272,0.788551509,0.523043052,0.036806786,0.026715968,0.143529528,0.000437504,0.013238023,0.050905704,0.163682937,0.252284547,0.041040695,0.139930705,0.613394678,0.000155243,0.055421874,1.353778411,0.001227834,0.000127017,0.063776788,7.06e-05,0.000352826,0.001383077,0.001905259,0.053177902,0.000211696,1.41e-05,0.000183469,0.008905323,0.020379217,0.026137334,4.718931926,0.07910354,0.000635086,0.087656037,7.06e-05,0.001566547,0.29885755,1.924340039,0.001213721,1.222626012,4.777783266,5.348994094,0.000860895,0.060869504,0.057990446,0.806178685,1.231460769,1.610565015,0.90374207,2.271040766,1.190151927,0.214264041,0.13566857,5.487668739,0.456867048,0.774043313,1.361498239,0.001227834,0.362719017,0.818880413,0.091184295,0.12226119,0.135372196,0.820221151,0.295936153,0.289627628,4.162624459,0.408769838,0.247189743,0.410759775,0.040278591,0.004459718,0.719439995,0.265339101,0.98740412,1.41e-05,1.983868805,0.004530283
